ACCT_ID,ACTIVE_FL,FY_CD_FR,PD_NO_FR,FY_CD_TO,PD_NO_TO,ACCT_ENTR_GRP_CD,PROJ_REQD_FL,S_ACCT_TYPE_CD,DETL_FL,ACCT_NAME,TOP_FL,MODIFIED_BY,TIME_STAMP,L1_ACCT_NAME,L2_ACCT_NAME,L3_ACCT_NAME,L4_ACCT_NAME,L5_ACCT_NAME,L6_ACCT_NAME,L7_ACCT_NAME,LVL_NO,L1_ACCT_SEG_ID,L2_ACCT_SEG_ID,L3_ACCT_SEG_ID,L4_ACCT_SEG_ID,L5_ACCT_SEG_ID,L6_ACCT_SEG_ID,L7_ACCT_SEG_ID,L8_ACCT_SEG_ID,TC_ACCT_TYPE_CD,ROWVERSION,SFT_FL,MES_FL
0220-0HI,N,,,,,ALL,N,L,Y,HI STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,HI STATE WITHHOLDING,,,,,,2,0220,0HI,,,,,,,,0,N,N
0220-0IA,N,,,,,ALL,N,L,Y,IA STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,IA STATE WITHHOLDING,,,,,,2,0220,0IA,,,,,,,,0,N,N
0220-0IL,Y,,,,,ALL,N,L,Y,IL STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,IL STATE WITHHOLDING,,,,,,2,0220,0IL,,,,,,,,0,N,N
0220-0IN,N,,,,,ALL,N,L,Y,IN STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,IN STATE WITHHOLDING,,,,,,2,0220,0IN,,,,,,,,0,N,N
0220-0LA,Y,,,,,ALL,N,L,Y,LA STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,LA STATE WITHHOLDING,,,,,,2,0220,0LA,,,,,,,,0,N,N
0220-0LV,N,,,,,ALL,N,L,Y,LAS VEGAS WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,LAS VEGAS WITHHOLDING,,,,,,2,0220,0LV,,,,,,,,0,N,N
0220-0MA,N,,,,,ALL,N,L,Y,MA STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,MA STATE WITHHOLDING,,,,,,2,0220,0MA,,,,,,,,0,N,N
0220-0MD,Y,,,,,ALL,N,L,Y,MD STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,MD STATE WITHHOLDING,,,,,,2,0220,0MD,,,,,,,,0,N,N
0220-0ME,N,,,,,ALL,N,L,Y,ME STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,ME STATE WITHHOLDING,,,,,,2,0220,0ME,,,,,,,,0,N,N
0220-0MI,Y,,,,,ALL,N,L,Y,MI STATE WITHHOLDING,N,SARGSYAND,2018-02-07,STATE WITHHOLDINGS,MI STATE WITHHOLDING,0,0,0,0,0,2,0220,0MI,0,0,0,0,0,0,,1,N,N
0220-0MO,N,,,,,ALL,N,L,Y,MO STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,MO STATE WITHHOLDING,,,,,,2,0220,0MO,,,,,,,,0,N,N
0220-0MS,Y,,,,,ALL,N,L,Y,MS STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,MS STATE WITHHOLDING,,,,,,2,0220,0MS,,,,,,,,0,N,N
0220-0NC,N,,,,,ALL,N,L,Y,NC STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,NC STATE WITHHOLDING,,,,,,2,0220,0NC,,,,,,,,0,N,N
0220-0NH,N,,,,,ALL,N,L,Y,NH STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,NH STATE WITHHOLDING,,,,,,2,0220,0NH,,,,,,,,0,N,N
0220-0NJ,Y,,,,,ALL,N,L,Y,NJ STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,NJ STATE WITHHOLDING,,,,,,2,0220,0NJ,,,,,,,,0,N,N
0220-0NM,N,,,,,ALL,N,L,Y,NM STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,NM STATE WITHHOLDING,,,,,,2,0220,0NM,,,,,,,,0,N,N
0220-0NV,N,,,,,ALL,N,L,Y,NV STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,NV STATE WITHHOLDING,,,,,,2,0220,0NV,,,,,,,,0,N,N
0220-0NY,Y,,,,,ALL,N,L,Y,NY STATE WITHHOLDING,N,SARGSYAND,2018-06-14,STATE WITHHOLDINGS,NY STATE WITHHOLDING,0,0,0,0,0,2,0220,0NY,0,0,0,0,0,0,,1,N,N
0220-0OH,N,,,,,ALL,N,L,Y,OH STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,OH STATE WITHHOLDING,,,,,,2,0220,0OH,,,,,,,,0,N,N
0220-0OR,N,,,,,ALL,N,L,Y,OR STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,OR STATE WITHHOLDING,,,,,,2,0220,0OR,,,,,,,,0,N,N
0220-0PA,Y,,,,,ALL,N,L,Y,PA STATE WITHHOLDING,N,JLAPINGTON,2017-02-28,STATE WITHHOLDINGS,PA STATE WITHHOLDING,0,0,0,0,0,2,0220,0PA,0,0,0,0,0,0,,1,N,N
0220-0RI,N,,,,,ALL,N,L,Y,RI STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,RI STATE WITHHOLDING,,,,,,2,0220,0RI,,,,,,,,0,N,N
0220-0SC,N,,,,,ALL,N,L,Y,SC STATE WITHHOLDING,N,LWORTMAN,2016-05-20,STATE WITHHOLDINGS,SC STATE WITHHOLDING,0,0,0,0,0,2,0220,0SC,0,0,0,0,0,0,,1,N,N
0220-0UT,Y,,,,,ALL,N,L,Y,UT STATE WITHHOLDING,N,LWORTMAN,2016-05-20,STATE WITHHOLDINGS,UT STATE WITHHOLDING,0,0,0,0,0,2,0220,0UT,0,0,0,0,0,0,,1,N,N
0220-0VA,Y,,,,,ALL,N,L,Y,VA STATE WITHHOLDING,N,LWORTMAN,2016-05-20,STATE WITHHOLDINGS,VA STATE WITHHOLDING,0,0,0,0,0,2,0220,0VA,0,0,0,0,0,0,,1,N,N
0220-0VT,Y,,,,,ALL,N,L,Y,VT ST WITHOLDING,N,LWORTMAN,2016-05-20,STATE WITHHOLDINGS,VT ST WITHOLDING,0,0,0,0,0,2,0220,0VT,0,0,0,0,0,0,,1,N,N
0220-0WA,N,,,,,ALL,N,L,Y,WA STATE WITHHOLDING,N,SGOSS,2016-02-14,STATE WITHHOLDINGS,WA STATE WITHHOLDING,,,,,,2,0220,0WA,,,,,,,,0,N,N
0220-0WV,Y,,,,,ALL,N,L,Y,WV STATE WITHHOLDING,N,49301.ISMAIL.MARMAR,2016-05-20,STATE WITHHOLDINGS,WV STATE WITHHOLDING,0,0,0,0,0,2,0220,0WV,0,0,0,0,0,0,,1,N,N
0225,N,,,,,,N,,N,LOCAL WITHHOLDINGS,Y,SGOSS,2016-02-14,LOCAL WITHHOLDINGS,0,0,0,0,0,0,1,0225,0,0,0,0,0,0,0,,0,N,N
0225-000,N,,,,,ALL,N,L,Y,LOCAL WITHHOLDING,N,SGOSS,2016-02-14,LOCAL WITHHOLDINGS,LOCAL WITHHOLDING,,,,,,2,0225,000,,,,,,,,0,N,N
0225-005,Y,,,,,ALL,N,L,Y,PA LOCAL W/H,N,JLAPINGTON,2017-02-28,LOCAL WITHHOLDINGS,PA LOCAL W/H,0,0,0,0,0,2,0225,005,0,0,0,0,0,0,,1,N,N
0230,N,,,,,,N,,N,ACCRUED STATE UNEMPLOYMNT,Y,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,0,0,0,0,0,0,1,0230,0,0,0,0,0,0,0,,0,N,N
0230-000,N,,,,,ALL,N,L,Y,ACCRUED STATE UNEMPLOYMNT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED STATE UNEMPLOYMNT,0,0,0,0,0,2,0230,000,0,0,0,0,0,0,,0,N,N
0230-0AK,N,,,,,ALL,N,L,Y,ACCRUED AK UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED AK UNEMPLOYMENT,0,0,0,0,0,2,0230,0AK,0,0,0,0,0,0,,0,N,N
0230-0AZ,Y,,,,,ALL,N,L,Y,ACCRUED AZ UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED AZ UNEMPLOYMENT,0,0,0,0,0,2,0230,0AZ,0,0,0,0,0,0,,1,N,N
0230-0CA,Y,,,,,ALL,N,L,Y,ACCRUED CA UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED CA UNEMPLOYMENT,0,0,0,0,0,2,0230,0CA,0,0,0,0,0,0,,1,N,N
0230-0CT,N,,,,,ALL,N,L,Y,ACCRUED CT UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED CT UNEMPLOYMENT,,,,,,2,0230,0CT,,,,,,,,0,N,N
0230-0DC,Y,,,,,ALL,N,L,Y,ACCRUED DC UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED DC UNEMPLOYMENT,0,0,0,0,0,2,0230,0DC,0,0,0,0,0,0,,1,N,N
0230-0DE,N,,,,,ALL,N,L,Y,ACCRUED DE UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED DE UNEMPLOYMENT,,,,,,2,0230,0DE,,,,,,,,0,N,N
0230-0FL,Y,,,,,ALL,N,L,Y,ACCRUED FL UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED FL UNEMPLOYMENT,0,0,0,0,0,2,0230,0FL,0,0,0,0,0,0,,1,N,N
0230-0GA,Y,,,,,ALL,N,L,Y,ACCRUED GA UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED GA UNEMPLOYMENT,0,0,0,0,0,2,0230,0GA,0,0,0,0,0,0,,1,N,N
0230-0HI,N,,,,,ALL,N,L,Y,ACCRUED HI UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED HI UNEMPLOYMENT,,,,,,2,0230,0HI,,,,,,,,0,N,N
0230-0IL,Y,,,,,ALL,N,L,Y,ACCRUED IL UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED IL UNEMPLOYMENT,0,0,0,0,0,2,0230,0IL,0,0,0,0,0,0,,1,N,N
0230-0LA,Y,,,,,ALL,N,L,Y,ACCRUED LA UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED LA UNEMPLOYMENT,0,0,0,0,0,2,0230,0LA,0,0,0,0,0,0,,1,N,N
0230-0LV,N,,,,,ALL,N,L,Y,ACCRUED LV UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED LV UNEMPLOYMENT,,,,,,2,0230,0LV,,,,,,,,0,N,N
0230-0MA,N,,,,,ALL,N,L,Y,ACCRUED MA UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED MA UNEMPLOYMENT,,,,,,2,0230,0MA,,,,,,,,0,N,N
0230-0MD,Y,,,,,ALL,N,L,Y,ACCRUED MD UNEMPLOYMENT,N,JLAPINGTON,2017-02-28,ACCRUED STATE UNEMPLOYMNT,ACCRUED MD UNEMPLOYMENT,0,0,0,0,0,2,0230,0MD,0,0,0,0,0,0,,1,N,N
0230-0ME,N,,,,,ALL,N,L,Y,ACCRUED ME UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED ME UNEMPLOYMENT,,,,,,2,0230,0ME,,,,,,,,0,N,N
0230-0MI,N,,,,,ALL,N,L,Y,ACCRUED MI UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED MI UNEMPLOYMENT,,,,,,2,0230,0MI,,,,,,,,0,N,N
0230-0MO,N,,,,,ALL,N,L,Y,ACCRUED MO UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED MO UNEMPLOYMENT,,,,,,2,0230,0MO,,,,,,,,0,N,N
0230-0MS,Y,,,,,ALL,N,L,Y,ACCRUED MS UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED MS UNEMPLOYMENT,,,,,,2,0230,0MS,,,,,,,,0,N,N
0230-0NC,N,,,,,ALL,N,L,Y,ACCRUED NC UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED NC UNEMPLOYMENT,,,,,,2,0230,0NC,,,,,,,,0,N,N
0230-0NH,N,,,,,ALL,N,L,Y,ACCRUED NH UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED NH UNEMPLOYMENT,,,,,,2,0230,0NH,,,,,,,,0,N,N
0230-0NJ,Y,,,,,ALL,N,L,Y,ACCRUED NJ UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED NJ UNEMPLOYMENT,,,,,,2,0230,0NJ,,,,,,,,0,N,N
0230-0NM,N,,,,,ALL,N,L,Y,ACCRUED NM UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED NM UNEMPLOYMENT,,,,,,2,0230,0NM,,,,,,,,0,N,N
0230-0NY,N,,,,,ALL,N,L,Y,ACCRUED NY UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED NY UNEMPLOYMENT,,,,,,2,0230,0NY,,,,,,,,0,N,N
0230-0OH,N,,,,,ALL,N,L,Y,ACCRUED OH UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED OH UNEMPLOYMENT,,,,,,2,0230,0OH,,,,,,,,0,N,N
0230-0OR,N,,,,,ALL,N,L,Y,ACCRUED OR UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED OR UNEMPLOYMENT,,,,,,2,0230,0OR,,,,,,,,0,N,N
0230-0PA,Y,,,,,ALL,N,L,Y,ACCRUED PA UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED PA UNEMPLOYMENT,,,,,,2,0230,0PA,,,,,,,,0,N,N
0230-0PR,N,,,,,ALL,N,L,Y,ACCRUED PR UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED PR UNEMPLOYMENT,,,,,,2,0230,0PR,,,,,,,,0,N,N
0230-0RI,N,,,,,ALL,N,L,Y,ACCRUED RI UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED RI UNEMPLOYMENT,,,,,,2,0230,0RI,,,,,,,,0,N,N
0230-0SC,N,,,,,ALL,N,L,Y,ACCRUED SC UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED SC UNEMPLOYMENT,,,,,,2,0230,0SC,,,,,,,,0,N,N
0230-0TX,N,,,,,ALL,N,L,Y,ACCRUED TX UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED TX UNEMPLOYMENT,,,,,,2,0230,0TX,,,,,,,,0,N,N
0230-0UT,Y,,,,,ALL,N,L,Y,ACCRUED UT UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED UT UNEMPLOYMENT,,,,,,2,0230,0UT,,,,,,,,0,N,N
0230-0VA,Y,,,,,ALL,N,L,Y,ACCRUED VA UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED VA UNEMPLOYMENT,,,,,,2,0230,0VA,,,,,,,,0,N,N
0230-0VT,Y,,,,,ALL,N,L,Y,ACCRUED VT UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED VT UNEMPLOYMENT,,,,,,2,0230,0VT,,,,,,,,0,N,N
0230-0WA,N,,,,,ALL,N,L,Y,ACCRUED WA UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED WA UNEMPLOYMENT,,,,,,2,0230,0WA,,,,,,,,0,N,N
0230-0WV,N,,,,,ALL,N,L,Y,ACCRUED WV UNEMPLOYMENT,N,SGOSS,2016-02-14,ACCRUED STATE UNEMPLOYMNT,ACCRUED WV UNEMPLOYMENT,,,,,,2,0230,0WV,,,,,,,,0,N,N
0240,N,,,,,,N,,N,ACCRUED LEAVE,Y,SGOSS,2016-02-14,ACCRUED LEAVE,0,0,0,0,0,0,1,0240,0,0,0,0,0,0,0,,0,N,N
0240-000,Y,,,,,ALL,Y,L,Y,ACCRUED PERSONAL LEAVE,N,JLAPINGTON,2017-02-28,ACCRUED LEAVE,ACCRUED PERSONAL LEAVE,0,0,0,0,0,2,0240,000,0,0,0,0,0,0,L,1,N,N
0240-001,Y,,,,,ALL,Y,L,Y,ACCRUED SICK LEAVE,N,JLAPINGTON,2017-02-28,ACCRUED LEAVE,ACCRUED SICK LEAVE,0,0,0,0,0,2,0240,001,0,0,0,0,0,0,L,1,N,N
0240-002,Y,,,,,ALL,N,L,Y,ACCRUED HOLIDAY,N,JLAPINGTON,2017-02-28,ACCRUED LEAVE,ACCRUED HOLIDAY,0,0,0,0,0,2,0240,002,0,0,0,0,0,0,,1,N,N
0245,N,,,,,,N,,N,ACCRUED EXPENSES,Y,SGOSS,2016-02-14,ACCRUED EXPENSES,0,0,0,0,0,0,1,0245,0,0,0,0,0,0,0,,0,N,N
0245-000,Y,,,,,ALL,N,L,Y,ACCRUED EXPENSES,N,JLAPINGTON,2017-02-28,ACCRUED EXPENSES,ACCRUED EXPENSES,0,0,0,0,0,2,0245,000,0,0,0,0,0,0,,1,N,N
0245-010,Y,,,,,ALL,N,L,Y,SUSPENSE,N,JLAPINGTON,2017-02-28,ACCRUED EXPENSES,SUSPENSE,0,0,0,0,0,2,0245,010,0,0,0,0,0,0,,1,N,N
0245-020,Y,,,,,ALL,N,L,Y,ACCRUED INTEREST ON LOANS,N,SGOSS,2016-02-14,ACCRUED EXPENSES,ACCRUED INTEREST ON LOANS,0,0,0,0,0,2,0245,020,0,0,0,0,0,0,,0,N,N
0245-030,Y,,,,,ALL,N,L,Y,ACCRUED SUBCONTRACTOR EXP,N,JLAPINGTON,2017-02-28,ACCRUED EXPENSES,ACCRUED SUBCONTRACTOR EXP,0,0,0,0,0,2,0245,030,0,0,0,0,0,0,,1,N,N
0250,N,,,,,,N,,N,LEASES PAYABLE,Y,SGOSS,2016-02-14,LEASES PAYABLE,0,0,0,0,0,0,1,0250,0,0,0,0,0,0,0,,0,N,N
0250-000,Y,,,,,ALL,N,L,Y,LEASES PAYABLE,N,JLAPINGTON,2017-02-28,LEASES PAYABLE,LEASES PAYABLE,0,0,0,0,0,2,0250,000,0,0,0,0,0,0,,1,N,N
0260,N,,,,,,N,,N,INCOME TAX PAYABLES,Y,SGOSS,2016-02-14,INCOME TAX PAYABLES,0,0,0,0,0,0,1,0260,0,0,0,0,0,0,0,,0,N,N
0260-000,Y,,,,,ALL,N,L,Y,FEDERAL INC TAX PAYABLE,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,FEDERAL INC TAX PAYABLE,0,0,0,0,0,2,0260,000,0,0,0,0,0,0,,1,N,N
0260-010,Y,,,,,ALL,N,L,Y,STATE INCOME TAX PAYABLE,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,STATE INCOME TAX PAYABLE,0,0,0,0,0,2,0260,010,0,0,0,0,0,0,,1,N,N
0260-0DC,Y,,,,,ALL,N,L,Y,S.I.T.-DIST OF COLUMBIA,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,S.I.T.-DIST OF COLUMBIA,0,0,0,0,0,2,0260,0DC,0,0,0,0,0,0,,1,N,N
0260-0MD,Y,,,,,ALL,N,L,Y,S.I.T.-MARYLAND,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,S.I.T.-MARYLAND,0,0,0,0,0,2,0260,0MD,0,0,0,0,0,0,,1,N,N
0260-0TX,Y,,,,,ALL,N,L,Y,S.I.T.-TEXAS,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,S.I.T.-TEXAS,0,0,0,0,0,2,0260,0TX,0,0,0,0,0,0,,1,N,N
0260-0VA,Y,,,,,ALL,N,L,Y,S.I.T.-VIRGINIA,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,S.I.T.-VIRGINIA,0,0,0,0,0,2,0260,0VA,0,0,0,0,0,0,,1,N,N
0260-0WV,Y,,,,,ALL,N,L,Y,S.I.T.-WEST VIRGINIA,N,JLAPINGTON,2017-02-28,INCOME TAX PAYABLES,S.I.T.-WEST VIRGINIA,0,0,0,0,0,2,0260,0WV,0,0,0,0,0,0,,1,N,N
0265,N,,,,,,N,,N,SALES TAX PAYABLES,Y,SGOSS,2016-02-14,SALES TAX PAYABLES,0,0,0,0,0,0,1,0265,0,0,0,0,0,0,0,,0,N,N
0265-000,Y,,,,,ALL,N,L,Y,SALES TAX PAYABLE,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,SALES TAX PAYABLE,0,0,0,0,0,2,0265,000,0,0,0,0,0,0,,1,N,N
0265-0AK,Y,,,,,ALL,N,L,Y,AK SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,AK SALES TAX,0,0,0,0,0,2,0265,0AK,0,0,0,0,0,0,,1,N,N
0265-0AL,Y,,,,,ALL,N,L,Y,AL SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,AL SALES TAX,0,0,0,0,0,2,0265,0AL,0,0,0,0,0,0,,1,N,N
0265-0AZ,Y,,,,,ALL,N,L,Y,AZ SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,AZ SALES TAX,0,0,0,0,0,2,0265,0AZ,0,0,0,0,0,0,,1,N,N
0265-0CA,Y,,,,,ALL,N,L,Y,CA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,CA SALES TAX,0,0,0,0,0,2,0265,0CA,0,0,0,0,0,0,,1,N,N
0265-0CO,Y,,,,,ALL,N,L,Y,CO SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,CO SALES TAX,0,0,0,0,0,2,0265,0CO,0,0,0,0,0,0,,1,N,N
0265-0CT,Y,,,,,ALL,N,L,Y,CT SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,CT SALES TAX,0,0,0,0,0,2,0265,0CT,0,0,0,0,0,0,,1,N,N
0265-0DC,Y,,,,,ALL,N,L,Y,DC SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,DC SALES TAX,0,0,0,0,0,2,0265,0DC,0,0,0,0,0,0,,1,N,N
0265-0DE,Y,,,,,ALL,N,L,Y,DE SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,DE SALES TAX,0,0,0,0,0,2,0265,0DE,0,0,0,0,0,0,,1,N,N
0265-0FL,Y,,,,,ALL,N,L,Y,FL SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,FL SALES TAX,0,0,0,0,0,2,0265,0FL,0,0,0,0,0,0,,1,N,N
0265-0GA,Y,,,,,ALL,N,L,Y,GA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,GA SALES TAX,0,0,0,0,0,2,0265,0GA,0,0,0,0,0,0,,1,N,N
0265-0HA,Y,,,,,ALL,N,L,Y,HI SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,HI SALES TAX,0,0,0,0,0,2,0265,0HA,0,0,0,0,0,0,,1,N,N
0265-0IA,Y,,,,,ALL,N,L,Y,IA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,IA SALES TAX,0,0,0,0,0,2,0265,0IA,0,0,0,0,0,0,,1,N,N
0265-0ID,Y,,,,,ALL,N,L,Y,ID SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,ID SALES TAX,0,0,0,0,0,2,0265,0ID,0,0,0,0,0,0,,1,N,N
0265-0IL,Y,,,,,ALL,N,L,Y,IL SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,IL SALES TAX,0,0,0,0,0,2,0265,0IL,0,0,0,0,0,0,,1,N,N
0265-0IN,Y,,,,,ALL,N,L,Y,IN SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,IN SALES TAX,0,0,0,0,0,2,0265,0IN,0,0,0,0,0,0,,1,N,N
0265-0KS,Y,,,,,ALL,N,L,Y,KS SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,KS SALES TAX,0,0,0,0,0,2,0265,0KS,0,0,0,0,0,0,,1,N,N
0265-0KY,Y,,,,,ALL,N,L,Y,KY SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,KY SALES TAX,0,0,0,0,0,2,0265,0KY,0,0,0,0,0,0,,1,N,N
0265-0LA,Y,,,,,ALL,N,L,Y,LA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,LA SALES TAX,0,0,0,0,0,2,0265,0LA,0,0,0,0,0,0,,1,N,N
0265-0MA,Y,,,,,ALL,N,L,Y,MA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,MA SALES TAX,0,0,0,0,0,2,0265,0MA,0,0,0,0,0,0,,1,N,N
0265-0MD,Y,,,,,ALL,N,L,Y,MD SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,MD SALES TAX,0,0,0,0,0,2,0265,0MD,0,0,0,0,0,0,,1,N,N
0265-0ME,Y,,,,,ALL,N,L,Y,ME SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,ME SALES TAX,0,0,0,0,0,2,0265,0ME,0,0,0,0,0,0,,1,N,N
0265-0MI,Y,,,,,ALL,N,L,Y,MI SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,MI SALES TAX,0,0,0,0,0,2,0265,0MI,0,0,0,0,0,0,,1,N,N
0265-0MN,Y,,,,,ALL,N,L,Y,MN SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,MN SALES TAX,0,0,0,0,0,2,0265,0MN,0,0,0,0,0,0,,1,N,N
0265-0MO,Y,,,,,ALL,N,L,Y,MO SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,MO SALES TAX,0,0,0,0,0,2,0265,0MO,0,0,0,0,0,0,,1,N,N
0265-0MS,Y,,,,,ALL,N,L,Y,MS SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,MS SALES TAX,0,0,0,0,0,2,0265,0MS,0,0,0,0,0,0,,1,N,N
